,Unnamed: 0,zip,1br,2br,3br,4br,year,county
1706,163,94539,2640,3230,4330,5170,2017,Alameda County
1707,169,94539,1660,1970,2670,3310,2012,Alameda County
1709,165,94539,2420,3030,4190,5130,2019,Alameda County
1710,163,94539,1550,1910,2620,3140,2013,Alameda County
1712,160,94539,1670,1970,2650,3100,2011,Alameda County
1714,168,94539,1910,2340,3140,3640,2016,Alameda County
1715,162,94539,1690,2090,2860,3430,2015,Alameda County
1717,164,94539,2680,3360,4650,5700,2018,Alameda County
1718,166,94402,1380,1700,2330,2790,2014,San Mateo County
1719,164,94402,2030,2480,3320,3970,2017,San Mateo County
1720,171,94402,1490,1770,2400,2970,2012,San Mateo County
1721,166,94402,2670,3300,4320,4570,2019,San Mateo County
1722,165,94402,1320,1630,2230,2680,2013,San Mateo County
1723,162,94402,1500,1770,2380,2780,2011,San Mateo County
1724,169,94402,1550,1900,2550,2950,2016,San Mateo County
1725,164,94402,1450,1790,2450,2940,2015,San Mateo County
1726,165,94402,2500,3120,4070,4350,2018,San Mateo County
1727,167,94404,1790,2210,3030,3630,2014,San Mateo County
1728,165,94404,3710,4530,6070,7250,2017,San Mateo County
1729,172,94404,1850,2190,2970,3680,2012,San Mateo County
1730,167,94404,3340,4140,5420,5740,2019,San Mateo County
1731,166,94404,1720,2120,2900,3480,2013,San Mateo County
1732,163,94404,1860,2190,2950,3440,2011,San Mateo County
1733,170,94404,2140,2630,3520,4090,2016,San Mateo County
1734,165,94404,1890,2330,3190,3830,2015,San Mateo County
1735,166,94404,3510,4380,5710,6080,2018,San Mateo County
1736,168,94403,1460,1800,2460,2960,2014,San Mateo County
1737,166,94403,2320,2830,3790,4530,2017,San Mateo County
1738,173,94403,1570,1860,2520,3120,2012,San Mateo County
1739,168,94403,2680,3320,4350,4600,2019,San Mateo County
1740,167,94403,1400,1730,2370,2840,2013,San Mateo County
1741,164,94403,1580,1860,2500,2930,2011,San Mateo County
1742,171,94403,1740,2140,2870,3320,2016,San Mateo County
1743,166,94403,1530,1890,2590,3100,2015,San Mateo County
1744,167,94403,2920,3650,4760,5070,2018,San Mateo County
1745,169,94538,1380,1700,2330,2790,2014,Alameda County
1746,167,94538,2170,2650,3550,4240,2017,Alameda County
1747,174,94538,1470,1740,2360,2920,2012,Alameda County
1748,169,94538,2180,2710,3730,4570,2019,Alameda County
1749,168,94538,1320,1630,2230,2680,2013,Alameda County
1750,165,94538,1470,1730,2330,2720,2011,Alameda County
1751,172,94538,1570,1920,2570,2980,2016,Alameda County
1752,167,94538,1450,1790,2450,2940,2015,Alameda County
1753,168,94538,2340,2940,4060,4980,2018,Alameda County
1754,170,94560,1310,1620,2220,2660,2014,Alameda County
1755,168,94560,2120,2590,3470,4140,2017,Alameda County
1756,175,94560,1410,1670,2260,2800,2012,Alameda County
1757,170,94560,1850,2310,3180,3900,2019,Alameda County
1758,169,94560,1260,1560,2140,2560,2013,Alameda County
1759,166,94560,1420,1670,2250,2630,2011,Alameda County
1760,173,94560,1530,1880,2520,2920,2016,Alameda County
1761,168,94560,1390,1710,2340,2810,2015,Alameda County
1762,169,94560,2000,2510,3470,4250,2018,Alameda County
1763,171,94065,1360,1680,2300,2760,2014,San Mateo County
1764,169,94065,3710,4530,6070,7250,2017,San Mateo County
1765,176,94065,1440,1710,2320,2870,2012,San Mateo County
1766,171,94065,3400,4220,5520,5850,2019,San Mateo County
1767,170,94065,1300,1610,2200,2640,2013,San Mateo County
1768,167,94065,1450,1710,2300,2690,2011,San Mateo County
1769,174,94065,2140,2630,3520,4090,2016,San Mateo County
1770,169,94065,1430,1770,2420,2910,2015,San Mateo County
1771,170,94065,3750,4680,6100,6500,2018,San Mateo County
1772,172,94063,1110,1370,1880,2250,2014,San Mateo County
1773,170,94063,1710,2090,2800,3340,2017,San Mateo County
1774,177,94063,1220,1440,1950,2420,2012,San Mateo County
1775,172,94063,2250,2810,3670,3920,2019,San Mateo County
1776,171,94063,1060,1310,1790,2150,2013,San Mateo County
1777,168,94063,1220,1440,1940,2270,2011,San Mateo County
1778,175,94063,1270,1560,2090,2420,2016,San Mateo County
1779,170,94063,1170,1440,1970,2360,2015,San Mateo County
1780,171,94063,2310,2880,3750,4350,2018,San Mateo County
1781,173,94027,1360,1680,2300,2760,2014,San Mateo County
1782,171,94027,3710,4530,6070,7250,2017,San Mateo County
1783,178,94027,1440,1710,2320,2870,2012,San Mateo County
1784,173,94027,3400,4220,5520,5850,2019,San Mateo County
1785,172,94027,1300,1610,2200,2640,2013,San Mateo County
1786,169,94027,1450,1710,2300,2690,2011,San Mateo County
1787,176,94027,2140,2630,3520,4090,2016,San Mateo County
1788,171,94027,1430,1770,2420,2910,2015,San Mateo County
1789,172,94027,3750,4680,6100,6500,2018,San Mateo County
1790,174,94002,1320,1630,2230,2680,2014,San Mateo County
1791,172,94002,2040,2490,3340,3980,2017,San Mateo County
1792,179,94002,1380,1640,2220,2750,2012,San Mateo County
1793,174,94002,2400,2970,3890,4110,2019,San Mateo County
1794,173,94002,1260,1560,2140,2560,2013,San Mateo County
1795,170,94002,1390,1640,2210,2580,2011,San Mateo County
1796,177,94002,1530,1880,2520,2920,2016,San Mateo County
1797,172,94002,1390,1710,2340,2810,2015,San Mateo County
1798,173,94002,2600,3240,4230,4500,2018,San Mateo County
1799,175,94070,1350,1670,2290,2740,2014,San Mateo County
1800,173,94070,2030,2480,3320,3970,2017,San Mateo County
1801,180,94070,1540,1820,2470,3060,2012,San Mateo County
1802,175,94070,2460,3050,4000,4230,2019,San Mateo County
1803,174,94070,1300,1600,2190,2630,2013,San Mateo County
1804,171,94070,1550,1820,2450,2860,2011,San Mateo County
1805,178,94070,1530,1880,2520,2920,2016,San Mateo County
1806,173,94070,1430,1760,2410,2890,2015,San Mateo County
1807,174,94070,2670,3330,4340,4630,2018,San Mateo County
1808,176,95134,1610,2050,2890,3530,2014,Santa Clara County
1809,174,95134,2650,3300,4530,5270,2017,Santa Clara County
1810,181,95134,1840,2050,2900,3600,2012,Santa Clara County
1811,176,95134,3320,4070,5490,6300,2019,Santa Clara County
1812,175,95134,1570,2000,2820,3440,2013,Santa Clara County
1813,172,95134,1790,2150,3090,3390,2011,Santa Clara County
1814,179,95134,2370,2960,4090,4600,2016,Santa Clara County
1815,174,95134,1760,2250,3170,3870,2015,Santa Clara County
1816,175,95134,3050,3780,5200,5910,2018,Santa Clara County
1817,177,95002,1180,1500,2120,2580,2014,Santa Clara County
1818,175,95002,1380,1720,2360,2750,2017,Santa Clara County
1819,182,95002,1280,1420,2010,2490,2012,Santa Clara County
1820,177,95002,1830,2270,3130,3550,2019,Santa Clara County
1821,176,95002,1150,1470,2070,2530,2013,Santa Clara County
1822,173,95002,1420,1710,2450,2700,2011,Santa Clara County
1823,180,95002,1310,1630,2250,2530,2016,Santa Clara County
1824,175,95002,1290,1650,2330,2840,2015,Santa Clara County
1825,176,95002,1600,2000,2770,3190,2018,Santa Clara County
1826,178,94062,1180,1460,2000,2400,2014,San Mateo County
1827,176,94062,1900,2320,3110,3710,2017,San Mateo County
1828,183,94062,1290,1530,2070,2570,2012,San Mateo County
1829,178,94062,2260,2810,3670,3920,2019,San Mateo County
1830,177,94062,1130,1400,1920,2300,2013,San Mateo County
1831,174,94062,1300,1530,2060,2410,2011,San Mateo County
1832,181,94062,1370,1680,2250,2610,2016,San Mateo County
1833,176,94062,1250,1540,2110,2530,2015,San Mateo County
1834,177,94062,2380,2970,3870,4350,2018,San Mateo County
1835,179,94089,1470,1880,2650,3240,2014,Santa Clara County
1836,177,94089,1970,2450,3360,3910,2017,Santa Clara County
1837,184,94089,1650,1840,2610,3230,2012,Santa Clara County
1838,179,94089,2610,3200,4320,4950,2019,Santa Clara County
1839,178,94089,1440,1840,2590,3170,2013,Santa Clara County
1840,175,94089,1610,1930,2770,3050,2011,Santa Clara County
1841,182,94089,1750,2180,3010,3390,2016,Santa Clara County
1842,177,94089,1620,2060,2910,3550,2015,Santa Clara County
1843,178,94089,2310,2870,3950,4490,2018,Santa Clara County
1844,180,94301,1540,1960,2760,3370,2014,Santa Clara County
1845,178,94301,2100,2620,3590,4180,2017,Santa Clara County
1846,185,94301,1850,2060,2920,3610,2012,Santa Clara County
1847,180,94301,2670,3270,4410,5060,2019,Santa Clara County
1848,179,94301,1500,1910,2690,3290,2013,Santa Clara County
1849,176,94301,1800,2160,3100,3410,2011,Santa Clara County
1850,183,94301,1850,2310,3190,3590,2016,Santa Clara County
1851,178,94301,1690,2150,3030,3700,2015,Santa Clara County
1852,179,94301,2470,3060,4210,4780,2018,Santa Clara County
1853,181,94025,1600,1980,2710,3250,2014,San Mateo County
1854,179,94025,2330,2840,3800,4540,2017,San Mateo County
1855,186,94025,1700,2010,2730,3370,2012,San Mateo County
1856,181,94025,2700,3360,4380,4670,2019,San Mateo County
1857,180,94025,1550,1910,2620,3140,2013,San Mateo County
1858,177,94025,1710,2010,2700,3160,2011,San Mateo County
1859,184,94025,1790,2190,2940,3400,2016,San Mateo County
1860,179,94025,1690,2090,2860,3430,2015,San Mateo County
1861,180,94025,2990,3730,4860,5180,2018,San Mateo County
1862,182,94303,1210,1500,2050,2460,2014,San Mateo County
1866,180,94303,2060,2530,3420,4040,2017,San Mateo County
1870,187,94303,1200,1420,1930,2380,2012,San Mateo County
1874,182,94303,2250,2810,3670,3940,2019,San Mateo County
1878,181,94303,1170,1440,1970,2360,2013,San Mateo County
1882,178,94303,1210,1420,1910,2230,2011,San Mateo County
1886,185,94303,1470,1800,2410,2800,2016,San Mateo County
1890,180,94303,1280,1580,2160,2590,2015,San Mateo County
1894,181,94303,2270,2830,3760,4350,2018,San Mateo County
1898,184,95035,1480,1890,2670,3250,2014,Alameda County
1900,182,95035,1790,2190,2930,3500,2017,Alameda County
1904,189,95035,1210,1430,1940,2400,2012,Alameda County
1908,184,95035,2260,2770,3740,4290,2019,Alameda County
1912,183,95035,1450,1850,2610,3190,2013,Alameda County
1914,180,95035,1220,1430,1920,2250,2011,Alameda County
1918,187,95035,1300,1600,2140,2490,2016,Alameda County
1922,182,95035,1620,2070,2920,3560,2015,Alameda County
1924,183,95035,2070,2570,3530,4010,2018,Alameda County
1928,185,95140,1290,1650,2330,2840,2014,Santa Clara County
1929,184,95140,1770,2200,3020,3510,2017,Santa Clara County
1930,191,95140,1470,1630,2310,2860,2012,Santa Clara County
1931,186,95140,2210,2710,3650,4190,2019,Santa Clara County
1932,184,95140,1260,1610,2270,2770,2013,Santa Clara County
1933,182,95140,1420,1710,2450,2700,2011,Santa Clara County
1934,189,95140,1590,1980,2740,3080,2016,Santa Clara County
1935,183,95140,1420,1810,2550,3120,2015,Santa Clara County
1936,185,95140,2030,2520,3470,3940,2018,Santa Clara County
1937,186,94061,1340,1650,2260,2710,2014,San Mateo County
1938,185,94061,2010,2460,3300,3940,2017,San Mateo County
1939,192,94061,1430,1690,2290,2840,2012,San Mateo County
1940,187,94061,2330,2890,3790,4010,2019,San Mateo County
1941,185,94061,1290,1590,2180,2610,2013,San Mateo County
1942,183,94061,1440,1690,2270,2660,2011,San Mateo County
1943,190,94061,1530,1880,2520,2920,2016,San Mateo County
1944,184,94061,1410,1740,2380,2860,2015,San Mateo County
1945,186,94061,2570,3200,4180,4450,2018,San Mateo County
1946,187,94043,1330,1690,2380,2910,2014,Santa Clara County
1947,186,94043,1790,2230,3060,3560,2017,Santa Clara County
1948,193,94043,1490,1660,2350,2910,2012,Santa Clara County
1949,188,94043,2480,3040,4100,4710,2019,Santa Clara County
1950,186,94043,1290,1650,2330,2840,2013,Santa Clara County
1951,184,94043,1450,1740,2500,2750,2011,Santa Clara County
1952,191,94043,1570,1960,2710,3050,2016,Santa Clara County
1953,185,94043,1460,1860,2620,3200,2015,Santa Clara County
1954,187,94043,2290,2850,3910,4450,2018,Santa Clara County
1955,188,94304,1290,1650,2330,2840,2014,Santa Clara County
1956,187,94304,2650,3300,4530,5270,2017,Santa Clara County
1957,194,94304,1470,1630,2310,2860,2012,Santa Clara County
1958,189,94304,3320,4070,5490,6300,2019,Santa Clara County
1959,187,94304,1260,1610,2270,2770,2013,Santa Clara County
1960,185,94304,1420,1710,2450,2700,2011,Santa Clara County
1961,192,94304,2370,2960,4090,4600,2016,Santa Clara County
1962,186,94304,1420,1810,2550,3120,2015,Santa Clara County
1963,188,94304,3050,3780,5200,5910,2018,Santa Clara County
1964,189,94305,1110,1420,2000,2440,2014,Santa Clara County
1965,188,94305,1570,1950,2670,3110,2017,Santa Clara County
1966,195,94305,1240,1380,1960,2420,2012,Santa Clara County
1967,190,94305,1920,2350,3170,3640,2019,Santa Clara County
1968,188,94305,1080,1380,1950,2380,2013,Santa Clara County
1969,186,94305,1280,1540,2210,2430,2011,Santa Clara County
1970,193,94305,1360,1690,2340,2630,2016,Santa Clara County
1971,187,94305,1220,1550,2190,2670,2015,Santa Clara County
1972,189,94305,1790,2220,3060,3470,2018,Santa Clara County
1973,190,94035,1290,1650,2330,2840,2014,Santa Clara County
1974,189,94035,1770,2200,3020,3510,2017,Santa Clara County
1975,191,94035,2210,2710,3650,4190,2019,Santa Clara County
1976,189,94035,1260,1610,2270,2770,2013,Santa Clara County
1977,194,94035,1590,1980,2740,3080,2016,Santa Clara County
1978,188,94035,1420,1810,2550,3120,2015,Santa Clara County
1979,190,94035,2030,2520,3470,3940,2018,Santa Clara County
1980,191,94306,1410,1800,2540,3100,2014,Santa Clara County
1981,190,94306,2040,2540,3480,4060,2017,Santa Clara County
1982,196,94306,1610,1790,2540,3140,2012,Santa Clara County
1983,192,94306,2640,3240,4370,5010,2019,Santa Clara County
1984,190,94306,1380,1760,2480,3030,2013,Santa Clara County
1985,187,94306,1560,1880,2700,2970,2011,Santa Clara County
1986,195,94306,1770,2200,3040,3420,2016,Santa Clara County
1987,189,94306,1550,1980,2790,3410,2015,Santa Clara County
1988,191,94306,2390,2970,4080,4640,2018,Santa Clara County
1989,192,94028,1360,1680,2300,2760,2014,San Mateo County
1993,191,94028,2080,2540,3410,4060,2017,San Mateo County
1997,197,94028,1440,1710,2320,2870,2012,San Mateo County
2001,193,94028,2310,2860,3740,3970,2019,San Mateo County
2005,191,94028,1300,1610,2200,2640,2013,San Mateo County
2009,188,94028,1450,1710,2300,2690,2011,San Mateo County
2013,196,94028,1390,1710,2290,2660,2016,San Mateo County
2017,190,94028,1430,1770,2420,2910,2015,San Mateo County
2021,192,94028,2510,3140,4090,4360,2018,San Mateo County
2025,194,94040,1290,1640,2310,2820,2014,Santa Clara County
2026,193,94040,1790,2230,3060,3560,2017,Santa Clara County
2027,199,94040,1470,1630,2310,2860,2012,Santa Clara County
2028,195,94040,2670,3270,4410,5060,2019,Santa Clara County
2029,193,94040,1250,1600,2260,2750,2013,Santa Clara County
2030,190,94040,1420,1710,2450,2700,2011,Santa Clara County
2031,198,94040,1560,1950,2700,3030,2016,Santa Clara County
2032,192,94040,1410,1800,2540,3100,2015,Santa Clara County
2033,194,94040,2410,3000,4120,4690,2018,Santa Clara County
2034,195,94022,1290,1650,2330,2840,2014,Santa Clara County
2035,194,94022,2650,3300,4530,5270,2017,Santa Clara County
2036,200,94022,1470,1630,2310,2860,2012,Santa Clara County
2037,196,94022,3180,3900,5260,6040,2019,Santa Clara County
2038,194,94022,1260,1610,2270,2770,2013,Santa Clara County
2039,191,94022,1420,1710,2450,2700,2011,Santa Clara County
2040,199,94022,2370,2960,4090,4600,2016,Santa Clara County
2041,193,94022,1420,1810,2550,3120,2015,Santa Clara County
2042,195,94022,3050,3780,5200,5910,2018,Santa Clara County
2043,196,94085,1340,1710,2410,2940,2014,Santa Clara County
2044,195,94085,1860,2320,3180,3700,2017,Santa Clara County
2045,201,94085,1520,1690,2390,2960,2012,Santa Clara County
2046,197,94085,2460,3020,4070,4670,2019,Santa Clara County
2047,195,94085,1310,1670,2360,2880,2013,Santa Clara County
2048,192,94085,1480,1780,2550,2810,2011,Santa Clara County
2049,200,94085,1650,2060,2850,3200,2016,Santa Clara County
2050,194,94085,1470,1870,2640,3220,2015,Santa Clara County
2051,196,94085,2320,2880,3970,4510,2018,Santa Clara County
2052,197,94086,1290,1640,2310,2820,2014,Santa Clara County
2053,196,94086,1750,2180,2990,3480,2017,Santa Clara County
2054,202,94086,1450,1610,2280,2820,2012,Santa Clara County
2055,198,94086,2400,2940,3970,4550,2019,Santa Clara County
2056,196,94086,1250,1600,2260,2750,2013,Santa Clara County
2057,193,94086,1400,1680,2410,2650,2011,Santa Clara County
2058,201,94086,1530,1910,2640,2970,2016,Santa Clara County
2059,195,94086,1410,1800,2540,3100,2015,Santa Clara County
2060,197,94086,2220,2760,3790,4310,2018,Santa Clara County
2061,198,94024,1750,2230,3140,3840,2014,Santa Clara County
2062,197,94024,2260,2820,3870,4500,2017,Santa Clara County
2063,203,94024,2060,2290,3240,4020,2012,Santa Clara County
2064,199,94024,2970,3640,4910,5630,2019,Santa Clara County
2065,197,94024,1710,2180,3070,3750,2013,Santa Clara County
2066,194,94024,1420,1710,2450,2700,2011,Santa Clara County
2067,202,94024,2000,2490,3440,3870,2016,Santa Clara County
2068,196,94024,1920,2450,3460,4220,2015,Santa Clara County
2069,198,94024,2620,3260,4480,5090,2018,Santa Clara County
2070,199,94087,1310,1670,2360,2880,2014,Santa Clara County
2071,198,94087,1760,2190,3000,3500,2017,Santa Clara County
2072,204,94087,1500,1670,2370,2930,2012,Santa Clara County
2073,200,94087,2380,2920,3940,4520,2019,Santa Clara County
2074,198,94087,1280,1630,2300,2810,2013,Santa Clara County
2075,195,94087,1460,1750,2510,2760,2011,Santa Clara County
2076,203,94087,1540,1920,2650,2980,2016,Santa Clara County
2077,197,94087,1430,1830,2580,3150,2015,Santa Clara County
2078,199,94087,2160,2690,3690,4200,2018,Santa Clara County
